-1.14286 , 0.43000 , 6
-1.14286 , 0.44000 , 6
-1.14286 , 0.45000 , 6
-1.14286 , 0.46000 , 5
-1.14286 , 0.47000 , 5
-1.14286 , 0.48000 , 5
-1.14286 , 0.49000 , 5
-1.14286 , 0.50000 , 5
-1.14286 , 0.51000 , 5
-1.14286 , 0.52000 , 5
-1.14286 , 0.53000 , 5
-1.14286 , 0.54000 , 5
-1.14286 , 0.55000 , 4
-1.14286 , 0.56000 , 4
-1.14286 , 0.57000 , 4
-1.14286 , 0.58000 , 4
-1.14286 , 0.59000 , 4
-1.14286 , 0.60000 , 4
-1.14286 , 0.61000 , 4
-1.14286 , 0.62000 , 4
-1.14286 , 0.63000 , 3
-1.14286 , 0.64000 , 3
-1.14286 , 0.65000 , 3
-1.14286 , 0.66000 , 3
-1.14286 , 0.67000 , 3
-1.14286 , 0.68000 , 3
-1.14286 , 0.69000 , 3
-1.14286 , 0.70000 , 3
-1.14286 , 0.71000 , 3
-1.14286 , 0.72000 , 3
-1.14286 , 0.73000 , 3
-1.14286 , 0.74000 , 3
-1.14286 , 0.75000 , 3
-1.14286 , 0.76000 , 3
-1.14286 , 0.77000 , 3
-1.14286 , 0.78000 , 3
-1.14286 , 0.79000 , 3
-1.14286 , 0.80000 , 3
-1.14286 , 0.81000 , 3
-1.14286 , 0.82000 , 3
-1.14286 , 0.83000 , 3
-1.14286 , 0.84000 , 3
-1.14286 , 0.85000 , 3
-1.14286 , 0.86000 , 3
-1.14286 , 0.87000 , 3
-1.14286 , 0.88000 , 3
-1.14286 , 0.89000 , 3
-1.14286 , 0.90000 , 3
-1.14286 , 0.91000 , 3
-1.14286 , 0.92000 , 3
-1.14286 , 0.93000 , 3
-1.14286 , 0.94000 , 3
-1.14286 , 0.95000 , 3
-1.14286 , 0.96000 , 3
-1.14286 , 0.97000 , 3
-1.14286 , 0.98000 , 3
-1.14286 , 0.99000 , 3
-1.13286 , -1.00000 , 3
-1.13286 , -0.99000 , 3
-1.13286 , -0.98000 , 3
-1.13286 , -0.97000 , 3
-1.13286 , -0.96000 , 3
-1.13286 , -0.95000 , 3
-1.13286 , -0.94000 , 3
-1.13286 , -0.93000 , 3
-1.13286 , -0.92000 , 3
-1.13286 , -0.91000 , 3
-1.13286 , -0.90000 , 3
-1.13286 , -0.89000 , 3
-1.13286 , -0.88000 , 3
-1.13286 , -0.87000 , 3
-1.13286 , -0.86000 , 3
-1.13286 , -0.85000 , 3
-1.13286 , -0.84000 , 3
-1.13286 , -0.83000 , 3
-1.13286 , -0.82000 , 3
-1.13286 , -0.81000 , 3
-1.13286 , -0.80000 , 3
-1.13286 , -0.79000 , 3
-1.13286 , -0.78000 , 3
-1.13286 , -0.77000 , 3
-1.13286 , -0.76000 , 3
-1.13286 , -0.75000 , 3
-1.13286 , -0.74000 , 3
-1.13286 , -0.73000 , 3
-1.13286 , -0.72000 , 3
-1.13286 , -0.71000 , 3
-1.13286 , -0.70000 , 3
-1.13286 , -0.69000 , 3
-1.13286 , -0.68000 , 3
-1.13286 , -0.67000 , 3
-1.13286 , -0.66000 , 3
-1.13286 , -0.65000 , 3
-1.13286 , -0.64000 , 3
-1.13286 , -0.63000 , 4
-1.13286 , -0.62000 , 4
-1.13286 , -0.61000 , 4
-1.13286 , -0.60000 , 4
-1.13286 , -0.59000 , 4
-1.13286 , -0.58000 , 4
-1.13286 , -0.57000 , 4
-1.13286 , -0.56000 , 4
-1.13286 , -0.55000 , 4
-1.13286 , -0.54000 , 5
-1.13286 , -0.53000 , 5
-1.13286 , -0.52000 , 5
-1.13286 , -0.51000 , 5
-1.13286 , -0.50000 , 5
-1.13286 , -0.49000 , 5
-1.13286 , -0.48000 , 5
-1.13286 , -0.47000 , 5
-1.13286 , -0.46000 , 5
-1.13286 , -0.45000 , 6
-1.13286 , -0.44000 , 6
-1.13286 , -0.43000 , 6
-1.13286 , -0.42000 , 6
-1.13286 , -0.41000 , 6
-1.13286 , -0.40000 , 7
-1.13286 , -0.39000 , 7
-1.13286 , -0.38000 , 7
-1.13286 , -0.37000 , 7
-1.13286 , -0.36000 , 7
-1.13286 , -0.35000 , 8
-1.13286 , -0.34000 , 9
-1.13286 , -0.33000 , 10
-1.13286 , -0.32000 , 11
-1.13286 , -0.31000 , 13
-1.13286 , -0.30000 , 15
-1.13286 , -0.29000 , 18
-1.13286 , -0.28000 , 24
-1.13286 , -0.27000 , 106
-1.13286 , -0.26000 , 700
-1.13286 , -0.25000 , 700
-1.13286 , -0.24000 , 700
-1.13286 , -0.23000 , 700
-1.13286 , -0.22000 , 700
-1.13286 , -0.21000 , 700
-1.13286 , -0.20000 , 700
-1.13286 , -0.19000 , 700
-1.13286 , -0.18000 , 700
-1.13286 , -0.17000 , 700
-1.13286 , -0.16000 , 700
-1.13286 , -0.15000 , 700
-1.13286 , -0.14000 , 700
-1.13286 , -0.13000 , 700
-1.13286 , -0.12000 , 700
-1.13286 , -0.11000 , 700
-1.13286 , -0.10000 , 700
-1.13286 , -0.09000 , 700
-1.13286 , -0.08000 , 700
-1.13286 , -0.07000 , 700
-1.13286 , -0.06000 , 700
-1.13286 , -0.05000 , 700
-1.13286 , -0.04000 , 700
-1.13286 , -0.03000 , 700
-1.13286 , -0.02000 , 700
-1.13286 , -0.01000 , 700
-1.13286 , 0.00000 , 700
-1.13286 , 0.01000 , 700
-1.13286 , 0.02000 , 700
-1.13286 , 0.03000 , 700
-1.13286 , 0.04000 , 700
-1.13286 , 0.05000 , 700
-1.13286 , 0.06000 , 700
-1.13286 , 0.07000 , 700
-1.13286 , 0.08000 , 700
-1.13286 , 0.09000 , 700
-1.13286 , 0.10000 , 700
-1.13286 , 0.11000 , 700
-1.13286 , 0.12000 , 700
-1.13286 , 0.13000 , 700
-1.13286 , 0.14000 , 700
-1.13286 , 0.15000 , 700
-1.13286 , 0.16000 , 700
-1.13286 , 0.17000 , 700
-1.13286 , 0.18000 , 700
-1.13286 , 0.19000 , 700
-1.13286 , 0.20000 , 700
-1.13286 , 0.21000 , 700
-1.13286 , 0.22000 , 700
-1.13286 , 0.23000 , 700
-1.13286 , 0.24000 , 700
-1.13286 , 0.25000 , 700
-1.13286 , 0.26000 , 700
-1.13286 , 0.27000 , 106
-1.13286 , 0.28000 , 24
-1.13286 , 0.29000 , 18
-1.13286 , 0.30000 , 15
-1.13286 , 0.31000 , 13
-1.13286 , 0.32000 , 11
-1.13286 , 0.33000 , 10
-1.13286 , 0.34000 , 9
-1.13286 , 0.35000 , 8
-1.13286 , 0.36000 , 7
-1.13286 , 0.37000 , 7
-1.13286 , 0.38000 , 7
-1.13286 , 0.39000 , 7
-1.13286 , 0.40000 , 7
-1.13286 , 0.41000 , 6
-1.13286 , 0.42000 , 6
-1.13286 , 0.43000 , 6
-1.13286 , 0.44000 , 6
-1.13286 , 0.45000 , 6
-1.13286 , 0.46000 , 5
-1.13286 , 0.47000 , 5
-1.13286 , 0.48000 , 5
-1.13286 , 0.49000 , 5
-1.13286 , 0.50000 , 5
-1.13286 , 0.51000 , 5
-1.13286 , 0.52000 , 5
-1.13286 , 0.53000 , 5
-1.13286 , 0.54000 , 5
-1.13286 , 0.55000 , 4
-1.13286 , 0.56000 , 4
-1.13286 , 0.57000 , 4
-1.13286 , 0.58000 , 4
-1.13286 , 0.59000 , 4
-1.13286 , 0.60000 , 4
-1.13286 , 0.61000 , 4
-1.13286 , 0.62000 , 4
-1.13286 , 0.63000 , 4
-1.13286 , 0.64000 , 3
-1.13286 , 0.65000 , 3
-1.13286 , 0.66000 , 3
-1.13286 , 0.67000 , 3
-1.13286 , 0.68000 , 3
-1.13286 , 0.69000 , 3
-1.13286 , 0.70000 , 3
-1.13286 , 0.71000 , 3
-1.13286 , 0.72000 , 3
-1.13286 , 0.73000 , 3
-1.13286 , 0.74000 , 3
-1.13286 , 0.75000 , 3
-1.13286 , 0.76000 , 3
-1.13286 , 0.77000 , 3
-1.13286 , 0.78000 , 3
-1.13286 , 0.79000 , 3
-1.13286 , 0.80000 , 3
-1.13286 , 0.81000 , 3
-1.13286 , 0.82000 , 3
-1.13286 , 0.83000 , 3
-1.13286 , 0.84000 , 3
-1.13286 , 0.85000 , 3
-1.13286 , 0.86000 , 3
-1.13286 , 0.87000 , 3
-1.13286 , 0.88000 , 3
-1.13286 , 0.89000 , 3
-1.13286 , 0.90000 , 3
-1.13286 , 0.91000 , 3
-1.13286 , 0.92000 , 3
-1.13286 , 0.93000 , 3
-1.13286 , 0.94000 , 3
-1.13286 , 0.95000 , 3
-1.13286 , 0.96000 , 3
-1.13286 , 0.97000 , 3
-1.13286 , 0.98000 , 3
-1.13286 , 0.99000 , 3
-1.12286 , -1.00000 , 3
-1.12286 , -0.99000 , 3
-1.12286 , -0.98000 , 3
-1.12286 , -0.97000 , 3
-1.12286 , -0.96000 , 3
-1.12286 , -0.95000 , 3
-1.12286 , -0.94000 , 3
-1.12286 , -0.93000 , 3
-1.12286 , -0.92000 , 3
-1.12286 , -0.91000 , 3
-1.12286 , -0.90000 , 3
-1.12286 , -0.89000 , 3
-1.12286 , -0.88000 , 3
-1.12286 , -0.87000 , 3
-1.12286 , -0.86000 , 3
-1.12286 , -0.85000 , 3
-1.12286 , -0.84000 , 3
-1.12286 , -0.83000 , 3
-1.12286 , -0.82000 , 3
-1.12286 , -0.81000 , 3
-1.12286 , -0.80000 , 3
-1.12286 , -0.79000 , 3
-1.12286 , -0.78000 , 3
-1.12286 , -0.77000 , 3
-1.12286 , -0.76000 , 3
-1.12286 , -0.75000 , 3
-1.12286 , -0.74000 , 3
-1.12286 , -0.73000 , 3
-1.12286 , -0.72000 , 3
-1.12286 , -0.71000 , 3
-1.12286 , -0.70000 , 3
-1.12286 , -0.69000 , 3
-1.12286 , -0.68000 , 3
-1.12286 , -0.67000 , 3
-1.12286 , -0.66000 , 3
-1.12286 , -0.65000 , 3
-1.12286 , -0.64000 , 4
-1.12286 , -0.63000 , 4
-1.12286 , -0.62000 , 4
-1.12286 , -0.61000 , 4
-1.12286 , -0.60000 , 4
-1.12286 , -0.59000 , 4
-1.12286 , -0.58000 , 4
-1.12286 , -0.57000 , 4
-1.12286 , -0.56000 , 4
-1.12286 , -0.55000 , 4
-1.12286 , -0.54000 , 5
-1.12286 , -0.53000 , 5
-1.12286 , -0.52000 , 5
-1.12286 , -0.51000 , 5
-1.12286 , -0.50000 , 5
-1.12286 , -0.49000 , 5
-1.12286 , -0.48000 , 5
-1.12286 , -0.47000 , 5
-1.12286 , -0.46000 , 5
-1.12286 , -0.45000 , 5
-1.12286 , -0.44000 , 6
-1.12286 , -0.43000 , 6
-1.12286 , -0.42000 , 6
-1.12286 , -0.41000 , 6
-1.12286 , -0.40000 , 7
-1.12286 , -0.39000 , 7
-1.12286 , -0.38000 , 7
-1.12286 , -0.37000 , 7
-1.12286 , -0.36000 , 7
-1.12286 , -0.35000 , 8
-1.12286 , -0.34000 , 9
-1.12286 , -0.33000 , 9
-1.12286 , -0.32000 , 11
-1.12286 , -0.31000 , 12
-1.12286 , -0.30000 , 45
-1.12286 , -0.29000 , 25
-1.12286 , -0.28000 , 56
-1.12286 , -0.27000 , 50
-1.12286 , -0.26000 , 700
-1.12286 , -0.25000 , 700
-1.12286 , -0.24000 , 700
-1.12286 , -0.23000 , 700
-1.12286 , -0.22000 , 700
-1.12286 , -0.21000 , 700
-1.12286 , -0.20000 , 700
-1.12286 , -0.19000 , 700
-1.12286 , -0.18000 , 700
-1.12286 , -0.17000 , 700
-1.12286 , -0.16000 , 700
-1.12286 , -0.15000 , 700
-1.12286 , -0.14000 , 700
-1.12286 , -0.13000 , 700
-1.12286 , -0.12000 , 700
-1.12286 , -0.11000 , 700
-1.12286 , -0.10000 , 700
-1.12286 , -0.09000 , 700
-1.12286 , -0.08000 , 700
-1.12286 , -0.07000 , 700
-1.12286 , -0.06000 , 700
-1.12286 , -0.05000 , 700
-1.12286 , -0.04000 , 700
-1.12286 , -0.03000 , 700
-1.12286 , -0.02000 , 700
-1.12286 , -0.01000 , 700
-1.12286 , 0.00000 , 700
-1.12286 , 0.01000 , 700
-1.12286 , 0.02000 , 700
-1.12286 , 0.03000 , 700
-1.12286 , 0.04000 , 700
-1.12286 , 0.05000 , 700
-1.12286 , 0.06000 , 700
-1.12286 , 0.07000 , 700
-1.12286 , 0.08000 , 700
-1.12286 , 0.09000 , 700
-1.12286 , 0.10000 , 700
-1.12286 , 0.11000 , 700
-1.12286 , 0.12000 , 700
-1.12286 , 0.13000 , 700
-1.12286 , 0.14000 , 700
-1.12286 , 0.15000 , 700
-1.12286 , 0.16000 , 700
-1.12286 , 0.17000 , 700
-1.12286 , 0.18000 , 700
-1.12286 , 0.19000 , 700
-1.12286 , 0.20000 , 700
-1.12286 , 0.21000 , 700
-1.12286 , 0.22000 , 700
-1.12286 , 0.23000 , 700
-1.12286 , 0.24000 , 700
-1.12286 , 0.25000 , 700
-1.12286 , 0.26000 , 700
-1.12286 , 0.27000 , 50
-1.12286 , 0.28000 , 56
-1.12286 , 0.29000 , 25
-1.12286 , 0.30000 , 45
-1.12286 , 0.31000 , 12
-1.12286 , 0.32000 , 11
-1.12286 , 0.33000 , 9
-1.12286 , 0.34000 , 9
-1.12286 , 0.35000 , 8
-1.12286 , 0.36000 , 7
-1.12286 , 0.37000 , 7
-1.12286 , 0.38000 , 7
-1.12286 , 0.39000 , 7
-1.12286 , 0.40000 , 7
-1.12286 , 0.41000 , 6
-1.12286 , 0.42000 , 6
-1.12286 , 0.43000 , 6
-1.12286 , 0.44000 , 6
-1.12286 , 0.45000 , 5
-1.12286 , 0.46000 , 5
-1.12286 , 0.47000 , 5
-1.12286 , 0.48000 , 5
-1.12286 , 0.49000 , 5
-1.12286 , 0.50000 , 5
-1.12286 , 0.51000 , 5
-1.12286 , 0.52000 , 5
-1.12286 , 0.53000 , 5
-1.12286 , 0.54000 , 5
-1.12286 , 0.55000 , 4
-1.12286 , 0.56000 , 4
-1.12286 , 0.57000 , 4
-1.12286 , 0.58000 , 4
-1.12286 , 0.59000 , 4
-1.12286 , 0.60000 , 4
-1.12286 , 0.61000 , 4
-1.12286 , 0.62000 , 4
-1.12286 , 0.63000 , 4
-1.12286 , 0.64000 , 4
-1.12286 , 0.65000 , 3
-1.12286 , 0.66000 , 3
-1.12286 , 0.67000 , 3
-1.12286 , 0.68000 , 3
-1.12286 , 0.69000 , 3
-1.12286 , 0.70000 , 3
-1.12286 , 0.71000 , 3
-1.12286 , 0.72000 , 3
-1.12286 , 0.73000 , 3
-1.12286 , 0.74000 , 3
-1.12286 , 0.75000 , 3
-1.12286 , 0.76000 , 3
-1.12286 , 0.77000 , 3
-1.12286 , 0.78000 , 3
-1.12286 , 0.79000 , 3
-1.12286 , 0.80000 , 3
-1.12286 , 0.81000 , 3
-1.12286 , 0.82000 , 3
-1.12286 , 0.83000 , 3
-1.12286 , 0.84000 , 3
-1.12286 , 0.85000 , 3
-1.12286 , 0.86000 , 3
-1.12286 , 0.87000 , 3
-1.12286 , 0.88000 , 3
-1.12286 , 0.89000 , 3
-1.12286 , 0.90000 , 3
-1.12286 , 0.91000 , 3
-1.12286 , 0.92000 , 3
-1.12286 , 0.93000 , 3
-1.12286 , 0.94000 , 3
-1.12286 , 0.95000 , 3
-1.12286 , 0.96000 , 3
-1.12286 , 0.97000 , 3
-1.12286 , 0.98000 , 3
-1.12286 , 0.99000 , 3
-1.11286 , -1.00000 , 3
-1.11286 , -0.99000 , 3
-1.11286 , -0.98000 , 3
-1.11286 , -0.97000 , 3
-1.11286 , -0.96000 , 3
-1.11286 , -0.95000 , 3
-1.11286 , -0.94000 , 3
-1.11286 , -0.93000 , 3
-1.11286 , -0.92000 , 3
-1.11286 , -0.91000 , 3
-1.11286 , -0.90000 , 3
-1.11286 , -0.89000 , 3
-1.11286 , -0.88000 , 3
-1.11286 , -0.87000 , 3
-1.11286 , -0.86000 , 3
-1.11286 , -0.85000 , 3
-1.11286 , -0.84000 , 3
-1.11286 , -0.83000 , 3
-1.11286 , -0.82000 , 3
-1.11286 , -0.81000 , 3
-1.11286 , -0.80000 , 3
-1.11286 , -0.79000 , 3
-1.11286 , -0.78000 , 3
-1.11286 , -0.77000 , 3
-1.11286 , -0.76000 , 3
-1.11286 , -0.75000 , 3
-1.11286 , -0.74000 , 3
-1.11286 , -0.73000 , 3
-1.11286 , -0.72000 , 3
-1.11286 , -0.71000 , 3
-1.11286 , -0.70000 , 3
-1.11286 , -0.69000 , 3
-1.11286 , -0.68000 , 3
-1.11286 , -0.67000 , 3
-1.11286 , -0.66000 , 3
-1.11286 , -0.65000 , 3
-1.11286 , -0.64000 , 4
-1.11286 , -0.63000 , 4
-1.11286 , -0.62000 , 4
-1.11286 , -0.61000 , 4
-1.11286 , -0.60000 , 4
-1.11286 , -0.59000 , 4
-1.11286 , -0.58000 , 4
-1.11286 , -0.57000 , 4
-1.11286 , -0.56000 , 4
-1.11286 , -0.55000 , 5
-1.11286 , -0.54000 , 5
-1.11286 , -0.53000 , 5
-1.11286 , -0.52000 , 5
-1.11286 , -0.51000 , 5
-1.11286 , -0.50000 , 5
-1.11286 , -0.49000 , 5
-1.11286 , -0.48000 , 5
-1.11286 , -0.47000 , 5
-1.11286 , -0.46000 , 5
-1.11286 , -0.45000 , 5
-1.11286 , -0.44000 , 6
-1.11286 , -0.43000 , 6
-1.11286 , -0.42000 , 6
-1.11286 , -0.41000 , 6
-1.11286 , -0.40000 , 7
-1.11286 , -0.39000 , 7
-1.11286 , -0.38000 , 7
-1.11286 , -0.37000 , 7
-1.11286 , -0.36000 , 8
-1.11286 , -0.35000 , 8
-1.11286 , -0.34000 , 9
-1.11286 , -0.33000 , 9
-1.11286 , -0.32000 , 10
-1.11286 , -0.31000 , 19
-1.11286 , -0.30000 , 16
-1.11286 , -0.29000 , 16
-1.11286 , -0.28000 , 25
-1.11286 , -0.27000 , 26
-1.11286 , -0.26000 , 41
-1.11286 , -0.25000 , 98
-1.11286 , -0.24000 , 700
-1.11286 , -0.23000 , 232
-1.11286 , -0.22000 , 700
-1.11286 , -0.21000 , 700
-1.11286 , -0.20000 , 700
-1.11286 , -0.19000 , 700
-1.11286 , -0.18000 , 700
-1.11286 , -0.17000 , 700
-1.11286 , -0.16000 , 700
-1.11286 , -0.15000 , 700
-1.11286 , -0.14000 , 700
-1.11286 , -0.13000 , 700
-1.11286 , -0.12000 , 700
-1.11286 , -0.11000 , 700
-1.11286 , -0.10000 , 700
-1.11286 , -0.09000 , 700
-1.11286 , -0.08000 , 700
-1.11286 , -0.07000 , 700
-1.11286 , -0.06000 , 700
-1.11286 , -0.05000 , 700
-1.11286 , -0.04000 , 700
-1.11286 , -0.03000 , 700
-1.11286 , -0.02000 , 700
-1.11286 , -0.01000 , 700
-1.11286 , 0.00000 , 700
-1.11286 , 0.01000 , 700
-1.11286 , 0.02000 , 700
-1.11286 , 0.03000 , 700
-1.11286 , 0.04000 , 700
-1.11286 , 0.05000 , 700
-1.11286 , 0.06000 , 700
-1.11286 , 0.07000 , 700
-1.11286 , 0.08000 , 700
-1.11286 , 0.09000 , 700
-1.11286 , 0.10000 , 700
-1.11286 , 0.11000 , 700
-1.11286 , 0.12000 , 700
-1.11286 , 0.13000 , 700
-1.11286 , 0.14000 , 700
-1.11286 , 0.15000 , 700
-1.11286 , 0.16000 , 700
-1.11286 , 0.17000 , 700
-1.11286 , 0.18000 , 700
-1.11286 , 0.19000 , 700
-1.11286 , 0.20000 , 700
-1.11286 , 0.21000 , 700
-1.11286 , 0.22000 , 700
-1.11286 , 0.23000 , 232
-1.11286 , 0.24000 , 700
-1.11286 , 0.25000 , 98
-1.11286 , 0.26000 , 41
-1.11286 , 0.27000 , 26
-1.11286 , 0.28000 , 25
-1.11286 , 0.29000 , 16
-1.11286 , 0.30000 , 16
-1.11286 , 0.31000 , 19
-1.11286 , 0.32000 , 10
-1.11286 , 0.33000 , 9
-1.11286 , 0.34000 , 9
-1.11286 , 0.35000 , 8
-1.11286 , 0.36000 , 8
-1.11286 , 0.37000 , 7
-1.11286 , 0.38000 , 7
-1.11286 , 0.39000 , 7
-1.11286 , 0.40000 , 7
-1.11286 , 0.41000 , 6
-1.11286 , 0.42000 , 6
-1.11286 , 0.43000 , 6
-1.11286 , 0.44000 , 6
-1.11286 , 0.45000 , 5
-1.11286 , 0.46000 , 5
-1.11286 , 0.47000 , 5
-1.11286 , 0.48000 , 5
-1.11286 , 0.49000 , 5
-1.11286 , 0.50000 , 5
-1.11286 , 0.51000 , 5
-1.11286 , 0.52000 , 5
-1.11286 , 0.53000 , 5
-1.11286 , 0.54000 , 5
-1.11286 , 0.55000 , 5
-1.11286 , 0.56000 , 4
-1.11286 , 0.57000 , 4
-1.11286 , 0.58000 , 4
-1.11286 , 0.59000 , 4
-1.11286 , 0.60000 , 4
-1.11286 , 0.61000 , 4
-1.11286 , 0.62000 , 4
-1.11286 , 0.63000 , 4
-1.11286 , 0.64000 , 4
-1.11286 , 0.65000 , 3
-1.11286 , 0.66000 , 3
-1.11286 , 0.67000 , 3
-1.11286 , 0.68000 , 3
-1.11286 , 0.69000 , 3
-1.11286 , 0.70000 , 3
-1.11286 , 0.71000 , 3
-1.11286 , 0.72000 , 3
-1.11286 , 0.73000 , 3
-1.11286 , 0.74000 , 3
-1.11286 , 0.75000 , 3
-1.11286 , 0.76000 , 3
-1.11286 , 0.77000 , 3
-1.11286 , 0.78000 , 3
-1.11286 , 0.79000 , 3
-1.11286 , 0.80000 , 3
-1.11286 , 0.81000 , 3
-1.11286 , 0.82000 , 3
-1.11286 , 0.83000 , 3
-1.11286 , 0.84000 , 3
-1.11286 , 0.85000 , 3
-1.11286 , 0.86000 , 3
-1.11286 , 0.87000 , 3
-1.11286 , 0.88000 , 3
-1.11286 , 0.89000 , 3
-1.11286 , 0.90000 , 3
-1.11286 , 0.91000 , 3
-1.11286 , 0.92000 , 3
-1.11286 , 0.93000 , 3
-1.11286 , 0.94000 , 3
-1.11286 , 0.95000 , 3
-1.11286 , 0.96000 , 3
-1.11286 , 0.97000 , 3
-1.11286 , 0.98000 , 3
-1.11286 , 0.99000 , 3
-1.10286 , -1.00000 , 3
-1.10286 , -0.99000 , 3
-1.10286 , -0.98000 , 3
-1.10286 , -0.97000 , 3
-1.10286 , -0.96000 , 3
-1.10286 , -0.95000 , 3
-1.10286 , -0.94000 , 3
-1.10286 , -0.93000 , 3
-1.10286 , -0.92000 , 3
-1.10286 , -0.91000 , 3
-1.10286 , -0.90000 , 3
-1.10286 , -0.89000 , 3
-1.10286 , -0.88000 , 3
-1.10286 , -0.87000 , 3
-1.10286 , -0.86000 , 3
-1.10286 , -0.85000 , 3
-1.10286 , -0.84000 , 3
-1.10286 , -0.83000 , 3
-1.10286 , -0.82000 , 3
-1.10286 , -0.81000 , 3
-1.10286 , -0.80000 , 3
-1.10286 , -0.79000 , 3
-1.10286 , -0.78000 , 3
